full_name,monetary,frequency,recency,rfm_segment
Restu Laksita,156442370,114,11,loyal
Restu Laksmiwati,7975979,20,106,
Restu Lestari,10109201,18,109,potential churners
Restu Mandasari,43113435,38,87,active
Restu Mardhiyah,110101685,36,102,active
Restu Mayasari,15364138,16,64,potential churners
Restu Melani,106364091,145,30,loyal
Restu Mulyani,24224909,21,40,active
Restu Namaga,13311659,24,43,potential churners
Restu Nasyiah,31461944,49,31,active
Restu Nasyidah,78821968,76,47,loyal
Restu Nuraini,84153595,38,72,active
Restu Nurdiyanti,1388427,6,187,lost_customers
Restu Oktaviani,9753126,15,7,
Restu Padmasari,95035028,58,54,loyal
Restu Palastri,185760475,140,14,loyal
Restu Permata,267677540,262,0,loyal
Restu Pertiwi,577560,1,1861,lost_customers
Restu Prastuti,6700937,6,0,
Restu Pratiwi,181501910,147,16,loyal
Restu Pudjiastuti,258760708,251,1,loyal
Restu Purnawati,157743298,170,1,loyal
Restu Purwanti,72714277,98,8,loyal
Restu Puspasari,109075328,113,7,loyal
Restu Puspita,38878384,47,35,active
Restu Rahayu,2375187,8,241,
Restu Rahmawati,2431267,5,67,lost_customers
Restu Riyanti,22240893,31,13,"slipping away, cannot lose"
Restu Safitri,36694464,56,17,"slipping away, cannot lose"
Restu Suartini,38488365,51,69,active
Restu Sudiati,5522429,8,339,
Restu Suryatmi,4700715,3,1445,lost_customers
Restu Susanti,340612,1,399,lost_customers
Restu Usada,179283430,54,147,
Restu Utami,26059884,50,13,"slipping away, cannot lose"
Restu Uyainah,121232069,44,1,loyal
Restu Wahyuni,9191145,14,189,potential churners
Restu Wastuti,37522881,74,55,"slipping away, cannot lose"
Restu Widiastuti,183536521,149,35,loyal
Restu Wijayanti,3107133,4,247,lost_customers
Restu Winarsih,66351228,81,0,loyal
Restu Wulandari,155593804,116,31,loyal
Restu Yolanda,2210015,4,234,lost_customers
Restu Yulianti,17437667,14,58,active
Restu Yuniar,149348488,100,19,loyal
Restu Zulaika,37927873,25,83,active
Reza Adriansyah,2128884,3,201,lost_customers
Reza Anggriawan,1858482,6,68,lost_customers
Reza Budiyanto,772114,2,271,lost_customers
Reza Damanik,23755691,36,64,active
Reza Dongoran,470903,1,428,lost_customers
Reza Firmansyah,1018992,2,755,lost_customers
Reza Hidayanto,1829099,5,39,
Reza Hutapea,3447154,6,390,
Reza Hutasoit,26450189,48,27,active
Reza Irawan,429835543,416,6,loyal
Reza Kuswoyo,420925,2,383,lost_customers
Reza Lazuardi,112332738,45,54,loyal
Reza Marpaung,1163890,2,309,lost_customers
Reza Maulana,2431392,7,307,
Reza Pangestu,119971326,107,39,loyal
Reza Pradana,206785126,117,11,loyal
Reza Pradipta,5793649,9,49,potential churners
Reza Prakasa,20343763,15,68,potential churners
Reza Prasasta,2625429,5,32,
Reza Prasetya,621692,2,423,lost_customers
Reza Pratama,3772845,11,17,
Reza Ramadan,783683,4,534,lost_customers
Reza Saefullah,4162758,6,266,
Reza Saputra,223769,1,1687,lost_customers
Reza Simbolon,5060759,4,575,lost_customers
Reza Sirait,279753,1,1351,lost_customers
Reza Situmorang,2144093,7,324,lost_customers
Reza Suwarno,159055,1,638,lost_customers
Reza Tampubolon,33393706,29,38,active
Reza Thamrin,415495,1,428,lost_customers
Reza Uwais,15418049,33,47,active
Reza Waskita,17159975,30,35,active
Reza Wibisono,3299961,3,163,lost_customers
Reza Wijaya,258148,1,2030,lost_customers
Ridwan Adriansyah,27428608,34,79,active
Ridwan Budiyanto,154862,1,1232,lost_customers
Ridwan Halim,1887358,4,529,lost_customers
Ridwan Kuswoyo,104558403,105,25,loyal
Ridwan Maheswara,9665117,7,588,
Ridwan Marbun,94433179,15,640,
Ridwan Megantara,49734541,58,17,"slipping away, cannot lose"
Ridwan Nababan,71384423,24,91,active
Ridwan Natsir,6665751,13,78,potential churners
Ridwan Nugroho,5286637,16,96,potential churners
Ridwan Permadi,2304320,12,20,
Ridwan Prabowo,11370418,30,52,potential churners
Ridwan Prakasa,131126395,111,27,loyal
Ridwan Pranowo,273433,1,714,lost_customers
Ridwan Prayoga,1659696,5,62,
Ridwan Rajasa,71020343,43,0,loyal
Ridwan Saefullah,334377,1,517,lost_customers
Ridwan Samosir,919480,3,491,lost_customers
Ridwan Sihombing,63421695,40,97,active
Ridwan Sirait,70374922,64,58,loyal
Ridwan Siregar,46834347,22,91,active
Ridwan Waluyo,12167697,27,43,potential churners
Ridwan Waskita,45105984,65,48,"slipping away, cannot lose"
Ridwan Wibisono,652212,2,487,lost_customers
Ridwan Widodo,89639762,50,39,loyal
Rika Agustina,2464065,5,438,lost_customers
Rika Andriani,131881145,60,9,loyal
Rika Anggraini,231455897,222,5,loyal
Rika Aryani,2474772,5,413,lost_customers
Rika Astuti,37953682,62,50,"slipping away, cannot lose"
Rika Farida,50221448,54,7,"slipping away, cannot lose"
Rika Fujiati,1497376,6,23,
Rika Halimah,1700384,7,50,lost_customers
Rika Handayani,372983991,244,3,loyal
Rika Hariyah,1360629,4,4,lost_customers
Rika Hartati,760992,1,441,lost_customers
Rika Hasanah,132715210,66,19,loyal
Rika Hassanah,144147925,133,68,
Rika Kusmawati,251119792,229,1,loyal
Rika Kuswandari,4933161,10,6,
Rika Lailasari,83502349,122,13,loyal
Rika Laksita,86647799,135,1,loyal
Rika Laksmiwati,201677292,145,22,loyal
Rika Lestari,22659841,37,48,active
Rika Mandasari,28192405,51,9,"slipping away, cannot lose"
Rika Mardhiyah,24782121,44,31,active
Rika Maryati,164892128,116,4,loyal
Rika Mayasari,63915403,69,35,loyal
Rika Melani,115604712,117,6,loyal
Rika Mulyani,229162198,181,30,loyal
Rika Namaga,450517018,253,7,loyal
Rika Nasyiah,10765093,15,35,potential churners
Rika Nasyidah,48470882,33,131,active
Rika Novitasari,43980377,42,20,"slipping away, cannot lose"
Rika Nurdiyanti,1430262,5,265,lost_customers
Rika Oktaviani,38980409,69,25,"slipping away, cannot lose"
Rika Padmasari,151195789,174,13,loyal
Rika Palastri,110004645,97,32,loyal
Rika Permata,24514135,29,1,"slipping away, cannot lose"
Rika Prastuti,82604238,37,66,active
Rika Pratiwi,8149196,17,68,potential churners
Rika Pudjiastuti,2517199,7,408,
Rika Purnawati,79542474,99,39,loyal
Rika Purwanti,14716736,32,17,"slipping away, cannot lose"
Rika Puspita,6584557,12,272,
Rika Rahayu,103618402,84,87,
Rika Rahimah,403697892,351,0,loyal
Rika Rahmawati,1855168,5,75,lost_customers
Rika Riyanti,3110574,5,118,lost_customers
Rika Safitri,98613639,111,33,loyal
Rika Suartini,1434888,3,218,lost_customers
Rika Sudiati,429214009,216,5,loyal
Rika Suryatmi,202651630,147,2,loyal
Rika Susanti,218930755,186,4,loyal
Rika Usada,38578644,56,45,"slipping away, cannot lose"
Rika Usamah,2147844,4,113,lost_customers
Rika Utami,196794068,186,4,loyal
Rika Uyainah,1286544,4,61,
Rika Wahyuni,348009998,268,4,loyal
Rika Wastuti,22593541,29,81,active
Rika Winarsih,147302724,158,41,loyal
Rika Wulandari,33142847,21,192,active
Rika Yulianti,28706110,39,44,active
Rika Yuliarti,11834165,21,95,
Rika Zulaika,71094093,65,34,loyal
Rina Agustina,178637721,136,15,loyal
Rina Andriani,40461799,47,67,active
Rina Aryani,6178772,7,25,potential churners
Rina Astuti,162214546,37,2,loyal
Rina Fujiati,2651638,4,400,lost_customers
Rina Halimah,50746158,36,65,active
Rina Handayani,11365736,20,35,potential churners
Rina Hariyah,63337656,52,36,loyal
Rina Hartati,222452085,211,7,loyal
Rina Haryanti,2264597,6,22,
Rina Hasanah,45980350,35,175,active
Rina Hassanah,157220649,111,9,loyal
Rina Hastuti,3387090,5,82,lost_customers
Rina Kusmawati,233562608,136,37,loyal
Rina Kuswandari,64262462,73,40,loyal
Rina Lailasari,17783779,37,66,active
Rina Laksita,120096918,123,32,loyal
Rina Laksmiwati,56565428,60,40,"slipping away, cannot lose"
Rina Lestari,235490,1,2153,lost_customers
Rina Mardhiyah,12021208,26,80,
Rina Maryati,12902793,14,72,potential churners
Rina Melani,93482972,71,5,loyal
Rina Mulyani,8241266,19,14,
Rina Namaga,297637969,188,56,loyal
Rina Nasyiah,28330114,49,12,"slipping away, cannot lose"
Rina Nasyidah,20780842,30,2,"slipping away, cannot lose"
Rina Novitasari,1137466,3,121,lost_customers
Rina Nuraini,195437366,62,41,loyal
Rina Nurdiyanti,9395858,6,41,potential churners
Rina Oktaviani,47920485,71,5,"slipping away, cannot lose"
Rina Padmasari,51965760,49,60,active
Rina Palastri,82617138,88,4,loyal
Rina Permata,6292719,16,102,potential churners
Rina Pertiwi,22414547,12,110,potential churners
Rina Prastuti,1827928,6,52,lost_customers
Rina Pratiwi,44206413,49,66,active
Rina Purnawati,19547621,34,25,active
Rina Purwanti,101188772,99,1,loyal
Rina Puspasari,5163020,15,10,
Rina Puspita,74058209,72,21,loyal
Rina Rahayu,49005704,30,100,active
Rina Rahimah,102472160,65,28,loyal
Rina Rahmawati,22025897,27,4,"slipping away, cannot lose"
Rina Riyanti,1182949645,304,7,loyal
Rina Safitri,269241,1,1114,lost_customers
Rina Sudiati,285164568,197,1,loyal
Rina Suryatmi,3465663,9,50,potential churners
Rina Susanti,92650596,111,1,loyal
Rina Usamah,7035088,8,114,potential churners
Rina Utami,369765435,254,1,loyal
Rina Uyainah,37801487,50,47,active
Rina Wahyuni,1181952,4,504,lost_customers
Rina Wastuti,27109886,44,21,"slipping away, cannot lose"
Rina Widiastuti,221866093,96,18,loyal
Rina Wijayanti,4973575,16,161,potential churners
Rina Winarsih,29418744,53,6,"slipping away, cannot lose"
Rina Wulandari,2448896,8,105,potential churners
Rina Yolanda,76819585,71,23,loyal
Rina Yuliarti,432996,2,53,
Rina Yuniar,866337,4,473,lost_customers
Rini Agustina,12118288,22,98,
Rini Andriani,11494808,37,30,potential churners
Rini Anggraini,274929382,192,11,loyal
Rini Aryani,21665644,31,61,active
Rini Astuti,95776132,63,60,loyal
Rini Farida,21826343,52,63,active
Rini Fujiati,995513,5,197,lost_customers
Rini Halimah,44768822,61,3,"slipping away, cannot lose"
Rini Handayani,8092231,23,66,
Rini Hariyah,33740302,78,38,"slipping away, cannot lose"
Rini Hartati,1755936,2,316,lost_customers
Rini Haryanti,12458362,13,19,
Rini Hasanah,37462319,63,5,"slipping away, cannot lose"
Rini Hassanah,91355116,99,4,loyal
Rini Kusmawati,48762960,49,30,active
Rini Lailasari,15704234,21,145,active
Rini Laksita,272472332,134,19,loyal
Rini Lestari,119714347,98,19,loyal
Rini Mandasari,16205985,37,37,active
Rini Mardhiyah,108742208,90,21,loyal
Rini Maryati,20798387,14,23,
Rini Mayasari,129718377,149,3,loyal
Rini Melani,12547733,18,133,potential churners
Rini Mulyani,15938141,8,132,potential churners
Rini Nasyiah,7827234,18,64,potential churners
Rini Nasyidah,3604752,6,751,
Rini Novitasari,1713099,7,0,
Rini Nuraini,63946971,54,3,loyal
Rini Nurdiyanti,187417125,141,53,loyal
Rini Oktaviani,10192391,21,30,potential churners
Rini Padmasari,5928440,17,19,
Rini Palastri,344492274,147,19,loyal
Rini Pertiwi,7285904,26,15,
Rini Prastuti,1761748,3,1092,lost_customers
Rini Pudjiastuti,446479791,386,2,loyal
Rini Purnawati,119183496,102,5,loyal
Rini Purwanti,28583801,45,67,active
Rini Puspasari,88439982,75,17,loyal
Rini Puspita,151512166,81,22,loyal
Rini Rahayu,471303,1,1347,lost_customers
Rini Rahimah,53617046,42,57,active
Rini Riyanti,270955890,265,10,loyal
Rini Safitri,21365390,16,20,
Rini Suartini,2420793,4,7,
Rini Suryatmi,4597129,16,28,potential churners
Rini Susanti,53941010,84,0,"slipping away, cannot lose"
Rini Usada,50865489,78,20,"slipping away, cannot lose"
Rini Usamah,9248394,13,58,potential churners
Rini Utami,25384141,23,30,active
Rini Uyainah,19820045,12,65,potential churners
Rini Wahyuni,252007,1,888,lost_customers
Rini Wastuti,82874534,84,30,loyal
Rini Widiastuti,33228497,51,65,active
Rini Wijayanti,31224591,24,263,new customers
Rini Winarsih,852957,2,36,
Rini Wulandari,132005499,86,8,loyal
Rini Yolanda,69465652,80,65,
Rini Yulianti,340544394,208,16,loyal
Rini Yuliarti,1003922,3,139,lost_customers
Rini Yuniar,5490825,13,43,potential churners
Rini Zulaika,219054,1,145,lost_customers
Rizki Adriansyah,281933,1,385,lost_customers
Rizki Budiman,110721,1,57,
Rizki Budiyanto,8113556,16,108,potential churners
Rizki Dabukke,9753092,8,33,potential churners
Rizki Damanik,15022278,15,69,potential churners
Rizki Firgantoro,226461,1,827,lost_customers
Rizki Firmansyah,6902757,18,97,potential churners
Rizki Halim,172881,1,2211,lost_customers
Rizki Hidayanto,4822077,9,209,
Rizki Hutapea,1611116,6,160,lost_customers
Rizki Jailani,83718871,83,20,loyal
Rizki Kusumo,119076477,122,30,loyal
Rizki Mahendra,5892799,10,182,potential churners
Rizki Marbun,287044734,79,38,loyal
Rizki Megantara,1223715,5,275,lost_customers
Rizki Nainggolan,141458400,188,6,loyal
Rizki Pradipta,6326062,9,85,potential churners
Rizki Pranowo,27135000,34,34,active
Rizki Prasasta,23669486,26,70,active
Rizki Saefullah,707160,2,495,lost_customers
Rizki Saputra,1762704,2,673,lost_customers
Rizki Sihotang,229950,1,662,lost_customers
Rizki Simbolon,1719065,8,152,lost_customers
Rizki Suwarno,51422315,59,61,"slipping away, cannot lose"
Rizki Tampubolon,7650859,16,14,
Rizki Waluyo,694192,2,582,lost_customers
Rizki Wasita,1029018,5,270,lost_customers
Rosman Dongoran,61620732,74,0,loyal
Rosman Gunarto,1354746,6,94,lost_customers
Rosman Halim,580149,3,492,lost_customers
Rosman Hardiansyah,1772325,5,178,lost_customers
Rosman Hidayat,141821,1,1022,lost_customers
Rosman Kurniawan,928667,3,340,lost_customers
Rosman Kuswoyo,294344,1,1603,lost_customers
Rosman Narpati,308133,1,1120,lost_customers
Rosman Nugroho,2932479,8,203,
Rosman Prabowo,37807097,37,37,active
Rosman Pradipta,46713854,40,63,active
Rosman Prakasa,4230170,8,92,potential churners
Rosman Prasasta,1496620,5,363,lost_customers
Rosman Prasetya,941758,3,563,lost_customers
Rosman Pratama,69634452,79,10,loyal
Rosman Samosir,2906293,12,22,
Rosman Santoso,243883,1,1887,lost_customers
Rosman Sihotang,7174018,10,151,potential churners
Rosman Simanjuntak,39164041,28,21,"slipping away, cannot lose"
Rosman Simbolon,1021864,4,98,lost_customers
Rosman Suwarno,675177,3,339,lost_customers
Rosman Uwais,5234318,8,187,potential churners
Rosman Wahyudin,23655965,48,38,active
Rosman Widodo,79436,1,2164,lost_customers
Rosman Zulkarnain,49435090,54,65,
Rudi Anggriawan,175259,1,229,lost_customers
Rudi Budiman,7266879,14,5,
Rudi Gunarto,97752,1,563,lost_customers
Rudi Hakim,31788810,46,36,active
Rudi Hidayanto,1310920,3,78,lost_customers
Rudi Latupono,834089,3,315,lost_customers
Rudi Mahendra,58106959,71,29,loyal
Rudi Mangunsong,9270345,11,246,
Rudi Marbun,562289,3,735,lost_customers
Rudi Maryadi,786430,3,204,lost_customers
Rudi Megantara,80698939,66,22,loyal
Rudi Nababan,235851,1,103,lost_customers
Rudi Najmudin,26328191,22,46,active
Rudi Natsir,5929019,9,154,potential churners
Rudi Prabowo,9961649,10,299,
Rudi Pradana,10302645,20,13,
Rudi Prakasa,13728362,26,14,
Rudi Pranowo,3009002,4,65,lost_customers
Rudi Prasetyo,7714965,13,109,potential churners
Rudi Pratama,26703190,31,40,active
Rudi Simanjuntak,42247251,48,19,"slipping away, cannot lose"
Rudi Simbolon,25175444,33,5,"slipping away, cannot lose"
Rudi Siregar,48652816,33,60,active
Rudi Suryono,7368005,15,114,potential churners
Rudi Suwarno,43276604,64,21,"slipping away, cannot lose"
Rudi Tamba,400713,2,347,lost_customers
Rudi Tampubolon,59102867,21,224,
Rudi Thamrin,1340320,1,6,lost_customers
Rudi Wibisono,149314,1,1762,lost_customers
Rudi Winarno,11162929,13,217,
Rudi Zulkarnain,228281,1,811,lost_customers
Rusman Dabukke,237029795,124,0,loyal
Rusman Hakim,149808,1,424,lost_customers
Rusman Halim,5820842,16,73,potential churners
Rusman Hardiansyah,634985,1,332,lost_customers
Rusman Hutasoit,18476438,19,118,active
Rusman Iswahyudi,422965,2,377,lost_customers
Rusman Januar,368955,1,207,lost_customers
Rusman Kusumo,4576682,7,150,potential churners
Rusman Mandala,665422,2,845,lost_customers
Rusman Megantara,752857,2,103,lost_customers
Rusman Nababan,4527022,14,2,
Rusman Nainggolan,519080,1,1341,lost_customers
Rusman Natsir,5156303,6,324,
Rusman Nugroho,16278349,24,15,"slipping away, cannot lose"
Rusman Permadi,5914283,22,31,potential churners
Rusman Prabowo,26273464,51,32,active
Rusman Prasetya,1410943,5,293,lost_customers
Rusman Putra,3072967,5,101,lost_customers
Rusman Ramadan,100853201,49,18,loyal
Rusman Samosir,20650952,9,454,active
Rusman Simbolon,2147740,2,687,lost_customers
Rusman Sinaga,12964201,37,52,potential churners
Rusman Siregar,1425770,5,454,lost_customers
Rusman Situmorang,65936,1,553,lost_customers
Rusman Suwarno,128214,1,64,lost_customers
Rusman Thamrin,332889,1,1624,lost_customers
Rusman Wibisono,989330,4,115,lost_customers
Rusman Wijaya,7604678,11,200,
Saadat Ardianto,27384043,31,31,active
Saadat Dongoran,35285655,32,43,active
Saadat Gunawan,407901284,269,34,loyal
Saadat Hidayanto,5867101,6,307,
Saadat Kusumo,189779124,191,20,loyal
Saadat Kuswoyo,159834,1,1100,lost_customers
Saadat Latupono,700700,3,126,lost_customers
Saadat Mandala,1474561,6,270,lost_customers
Saadat Maryadi,3472681,11,39,potential churners
Saadat Nainggolan,47400580,47,65,active
Saadat Napitupulu,87153785,93,16,loyal
Saadat Nashiruddin,860772,4,37,
Saadat Permadi,34153211,14,208,active
Saadat Pradana,44109941,29,6,"slipping away, cannot lose"
Saadat Putra,8145102,14,183,potential churners
Saadat Saefullah,10092642,23,0,
Saadat Salahudin,98424592,51,55,loyal
Saadat Saptono,101584692,123,37,loyal
Saadat Simbolon,2418344,8,80,potential churners
Saadat Sirait,173983866,79,36,loyal
Saadat Sitorus,34664584,17,8,
Saadat Suwarno,3047199,5,423,lost_customers
Saadat Tampubolon,3258364,9,160,potential churners
Saadat Tarihoran,74740818,54,0,loyal
Saadat Uwais,370677,2,121,lost_customers
Saadat Waluyo,5779651,3,376,lost_customers
Saadat Wibowo,13826441,28,58,potential churners
Sabar Adriansyah,57595579,52,1,loyal
Sabar Anggriawan,3912212,7,306,
Sabar Damanik,95323,1,537,lost_customers
Sabar Firmansyah,8907682,24,88,
Sabar Gunarto,1029640,5,221,lost_customers
Sabar Gunawan,47265480,30,46,active
Sabar Habibi,198332,1,120,lost_customers
Sabar Hardiansyah,9000070,12,238,
Sabar Haryanto,108458530,133,4,loyal
Sabar Hutapea,257702024,132,2,loyal
Sabar Hutasoit,67674869,57,30,loyal
Sabar Kurniawan,11480862,27,84,
Sabar Kusumo,166736746,149,7,loyal
Sabar Kuswoyo,55028724,42,55,active
Sabar Maheswara,3821143,6,166,potential churners
Sabar Mangunsong,5962723,8,253,
Sabar Mansur,5169266,15,126,potential churners
Sabar Marpaung,20945668,22,159,active
Sabar Maryadi,875715486,378,29,loyal
Sabar Nainggolan,8421455,9,455,
Sabar Pangestu,12666883,24,60,potential churners
Sabar Permadi,609653,3,489,lost_customers
Sabar Prasasta,184560927,64,39,loyal
Sabar Prayoga,243909,1,518,lost_customers
Sabar Putra,18286374,27,102,active
Sabar Santoso,156457614,256,3,loyal
Sabar Saptono,58008741,66,14,loyal
Sabar Saragih,63790906,57,27,loyal
Sabar Simanjuntak,4917250,15,88,potential churners
Sabar Sinaga,43829477,28,64,active
Sabar Suryono,873488,3,12,lost_customers
Sabar Tarihoran,62328982,14,892,
Sabar Uwais,353116,1,1840,lost_customers
Sabar Wahyudin,103447336,44,60,loyal
Sabar Wasita,370569647,81,28,loyal
Sabri Adriansyah,5945417,6,6,
Sabri Firmansyah,19972128,33,28,active
Sabri Habibi,33098148,17,128,potential churners
Sabri Hakim,1375945,3,189,lost_customers
Sabri Haryanto,82185111,58,43,loyal
Sabri Irawan,363481,1,2004,lost_customers
Sabri Iswahyudi,1075227,3,138,lost_customers
Sabri Januar,43828877,16,36,active
Sabri Kurniawan,296661,2,62,
Sabri Kusumo,136955,1,812,lost_customers
Sabri Mandala,5454442,13,4,
Sabri Mansur,177561280,167,13,loyal
Sabri Manullang,4164262,12,80,potential churners
Sabri Marbun,619174,2,252,lost_customers
Sabri Maulana,1485754,3,300,lost_customers
Sabri Napitupulu,32161166,33,13,"slipping away, cannot lose"
Sabri Prakasa,77670891,77,61,loyal
Sabri Pranowo,1825348,2,306,lost_customers
Sabri Prasasta,30956210,47,46,active
Sabri Prasetya,330967,1,495,lost_customers
Sabri Ramadan,13409195,15,42,potential churners
Sabri Santoso,251798748,289,1,loyal
Sabri Setiawan,21104021,39,5,"slipping away, cannot lose"
Sabri Sihombing,566782,2,738,lost_customers
Sabri Sihotang,2805026,8,281,
Sabri Siregar,5218937,11,9,
Sabri Situmorang,1116483,4,403,lost_customers
Sabri Suryono,268614709,161,6,loyal
Sabri Suwarno,1736698,6,83,lost_customers
Sabri Tamba,18176842,10,909,active
Sabri Tarihoran,23772601,29,70,active
Sabri Wacana,25000544,45,46,active
Sabri Wahyudin,539460,2,1039,lost_customers
